Gemeentecode,GemeentecodeGM,Gemeentenaam,GeoGemeentenaam,Provinciecode,ProvinciecodePV,Provincienaam,"asylum_migrants","avg_household_income","avg_woz","avg_ww_ratio","flag_color1","flag_color2","flag_color3","flag_color4",latitude,longitude,murders,population,province,"shield_crown","shield_symbol_1","shield_symbol_2","shield_symbol_3","shieldholder_1","shieldholder_2","surface_km2","surface_land_km2","surface_water_km2",university,year
0873,GM0873,Woensdrecht,Woensdrecht,30,PV30,"Noord-Brabant",NA,NA,NA,NA,yellow,green,blue,NA,"51.429248","4.304708",NA,21654,"Noord-Brabant",crown,maria,jesus,lion,NA,NA,"91.9","91.6","0.4",0,2018
0632,GM0632,Woerden,Woerden,26,PV26,Utrecht,NA,NA,NA,NA,yellow,red,white,black,"52.079829","4.862724",NA,50607,Utrecht,crown,diamond,NA,NA,lion,lion,"92.9","89.4","3.6",0,2018
1690,GM1690,"De Wolden","De Wolden",22,PV22,Drenthe,NA,NA,NA,NA,yellow,green,black,white,"52.681979","6.366039",NA,23592,Drenthe,crown,forest,NA,NA,NA,NA,"226.4","224.8","1.6",0,2018
0880,GM0880,Wormerland,Wormerland,27,PV27,"Noord-Holland",NA,NA,NA,NA,blue,white,black,NA,"52.507275","4.8528",NA,15751,"Noord-Holland",crown,ibis,NA,NA,NA,NA,"45.2","38.7","6.4",0,2018
0351,GM0351,Woudenberg,Woudenberg,26,PV26,Utrecht,NA,NA,NA,NA,yellow,black,red,NA,"52.082175","5.426595",NA,12386,Utrecht,crown,cock,NA,NA,NA,NA,"36.8","36.5","0.3",0,2018
0479,GM0479,Zaanstad,Zaanstad,27,PV27,"Noord-Holland",NA,NA,NA,NA,red,white,blue,NA,"52.457966","4.751043",NA,150911,"Noord-Holland",NA,lion,NA,NA,whale,whale,"83.2","73.9","9.4",0,2018
0297,GM0297,Zaltbommel,Zaltbommel,25,PV25,Gelderland,NA,NA,NA,NA,red,blue,white,yellow,"51.813554","5.250773",NA,27207,Gelderland,crown,flower,stronghold,sword,lion,lion,89,"79.6","9.4",0,2018
0473,GM0473,Zandvoort,Zandvoort,27,PV27,"Noord-Holland",NA,NA,NA,NA,yellow,blue,NA,NA,"52.371149","4.533355",NA,16588,"Noord-Holland",NA,herring,NA,NA,NA,NA,44,"32.1",12,0,2018
0050,GM0050,Zeewolde,Zeewolde,24,PV24,Flevoland,NA,NA,NA,NA,blue,green,yellow,NA,"52.331128","5.540495",NA,21543,Flevoland,crown,lily,trefoil,antlers,seal,seal,"268.9","248.5","20.3",0,2018
0355,GM0355,Zeist,Zeist,26,PV26,Utrecht,NA,NA,NA,NA,white,black,NA,NA,"52.090601","5.233253",NA,61337,Utrecht,NA,NA,NA,NA,NA,NA,"48.7","48.5","0.1",0,2018
0299,GM0299,Zevenaar,Zevenaar,25,PV25,Gelderland,NA,NA,NA,NA,red,yellow,black,NA,"51.929445","6.076959",NA,32254,Gelderland,crown,lily,staff,NA,NA,NA,58,"53.3","4.7",0,2018
0637,GM0637,Zoetermeer,Zoetermeer,28,PV28,"Zuid-Holland",NA,NA,NA,NA,blue,yellow,NA,NA,"52.060669","4.494025",NA,123614,"Zuid-Holland",crown,flower,NA,NA,lion,lion,"37.1","34.6","2.5",0,2018
0638,GM0638,Zoeterwoude,Zoeterwoude,28,PV28,"Zuid-Holland",NA,NA,NA,NA,blue,yellow,NA,NA,"52.12083","4.51657",NA,8089,"Zuid-Holland",NA,leaf,branch,NA,NA,NA,22,"21.3","0.7",0,2018
1892,GM1892,Zuidplas,Zuidplas,28,PV28,"Zuid-Holland",NA,NA,NA,NA,white,blue,red,NA,"52.006758","4.582785",NA,40878,"Zuid-Holland",crown,lion,star,church,lion,lion,"62.4","59.4","3.1",0,2018
0879,GM0879,Zundert,Zundert,30,PV30,"Noord-Brabant",NA,NA,NA,NA,white,red,green,NA,"51.470701","4.662356",NA,21374,"Noord-Brabant",crown,lily,cross,NA,lion,lion,"121.2","120.8","0.4",0,2018
0301,GM0301,Zutphen,Zutphen,25,PV25,Gelderland,NA,NA,NA,NA,white,blue,red,NA,"52.142736","6.196058",NA,47154,Gelderland,crown,lion,cross,NA,lion,lion,"42.9",41,2,0,2018
1896,GM1896,Zwartewaterland,Zwartewaterland,23,PV23,Overijssel,NA,NA,NA,NA,yellow,blue,white,red,"52.601512","6.059625",NA,22148,Overijssel,crown,lily,salmon,NA,NA,NA,"87.9","82.7","5.2",0,2018
0642,GM0642,Zwijndrecht,Zwijndrecht,28,PV28,"Zuid-Holland",NA,NA,NA,NA,yellow,black,NA,NA,"51.810598","4.627272",NA,44546,"Zuid-Holland",NA,NA,NA,NA,NA,NA,"22.8","20.4","2.4",0,2018
0193,GM0193,Zwolle,Zwolle,23,PV23,Overijssel,NA,NA,NA,NA,blue,white,NA,NA,"52.516775","6.083022",NA,123211,Overijssel,crown,cross,NA,NA,lion,lion,"119.4","111.4",8,0,2018
